datetime,count
2011-01-20 00:00:00,13.792117680373941
2011-01-20 01:00:00,6.127445245607742
2011-01-20 02:00:00,3.9199287790879245
2011-01-20 03:00:00,2.571371492890261
2011-01-20 04:00:00,2.5237823928553005
2011-01-20 05:00:00,10.517677221041055
2011-01-20 06:00:00,53.51251572293097
2011-01-20 07:00:00,161.52378145069108
2011-01-20 08:00:00,310.50270899073877
2011-01-20 09:00:00,161.2510895659693
2011-01-20 10:00:00,98.0735520888002
2011-01-20 11:00:00,96.73413590066079
2011-01-20 12:00:00,116.7132204645556
2011-01-20 13:00:00,107.36482593920829
2011-01-20 14:00:00,93.68435168153222
2011-01-20 15:00:00,103.4023382206981
2011-01-20 16:00:00,120.15769806627026
2011-01-20 17:00:00,254.46212294295503
2011-01-20 18:00:00,231.3909032332861
2011-01-20 19:00:00,176.8976047106167
2011-01-20 20:00:00,103.38599006867682
2011-01-20 21:00:00,75.51307769285182
2011-01-20 22:00:00,54.18721896871989
2011-01-20 23:00:00,32.9835860140042
2011-01-21 00:00:00,19.60791024332629
2011-01-21 01:00:00,8.330716314415486
2011-01-21 02:00:00,5.434245811129318
2011-01-21 03:00:00,1.683536406493972
2011-01-21 04:00:00,2.471207850807515
2011-01-21 05:00:00,7.844390239508753
2011-01-21 06:00:00,48.366036860667506
2011-01-21 07:00:00,131.19111496717602
2011-01-21 08:00:00,263.8605003859791
2011-01-21 09:00:00,134.2698096881586
2011-01-21 10:00:00,66.17073435181248
2011-01-21 11:00:00,71.24098542294627
2011-01-21 12:00:00,83.55129948870373
2011-01-21 13:00:00,80.50772008156784
2011-01-21 14:00:00,69.99895116432702
2011-01-21 15:00:00,72.90235461946847
2011-01-21 16:00:00,95.40388894671568
2011-01-21 17:00:00,169.32475560813594
2011-01-21 18:00:00,152.50155304162206
2011-01-21 19:00:00,90.13773745750674
2011-01-21 20:00:00,85.09486188942988
2011-01-21 21:00:00,51.58934625949184
2011-01-21 22:00:00,41.700152197810425
2011-01-21 23:00:00,27.04206061360759
2011-01-22 00:00:00,34.47230019812146
2011-01-22 01:00:00,23.012034426219596
2011-01-22 02:00:00,19.239141557965674
2011-01-22 03:00:00,9.406421411268177
2011-01-22 04:00:00,2.243329099439436
2011-01-22 06:00:00,3.7094418659265473
2011-01-22 07:00:00,14.410631714162026
2011-01-22 08:00:00,36.000775866870974
2011-01-22 09:00:00,54.26758866293089
2011-01-22 10:00:00,69.0707328042295
2011-01-22 11:00:00,106.33870116724768
